title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Village Yarn Tidal Waves Dishcloths Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-tidal-waves-dishcloths-free-download/,F01602,,Dishcloth,Knit,Easy,F01602  Dishcloth Knit Easy,"Dive into dish duty with this trio of knit dishcloths! Stitched in ocean-inspired shades of Village Yarn Craft Cotton, this easy knit pattern features a simple repeating pattern of knit and purl stitches that creates waves of texture across each dishcloth. Stitch the set in the maritime hues shown, or switch it up to match your kitchen. The set makes a great housewarming or hostess gift! Skill Level: Easy Size: 10 x 10"" (25 x 25cm) Materials: Village Yarn Craft Cotton • 5018 Morning Sky—2 balls • 5023 Ocean—2 balls • 5050 Turquoise—2 balls Needles: US size 6 (4mm) straight needles or size needed to obtain gauge Extras: Yarn needle",5,5,,,,,,
Premier Star Bright Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-star-bright-throw-free-download/,F01638,,Toy,Crochet,Intermediate,F01638  Toy Crochet Intermediate,"Knit yourself a quilt! Inspired by a traditional quilt block motif, this fun and funky throw brings a timeless look into the modern age with bright and funky colors of Premier Basix Chenille Brights yarn. This soft and snuggly blanket is stitched up in 9 separate squares that are sewn together to create the finished quilt block look. It makes a great take-along project! Skill Level: Intermediate Size: 40 x 40"" (102 x 102cm) Materials: Premier® Yarns Premier Basix® Chenille Brights • 0003 Mushroom—5 balls • 0026 Bright Violet—3 balls • 0023 Kiwi—1 ball • 0019 Hibiscus—5 balls Needles: US size 11 (8mm) 40"" circular needle or size needed to obtain gauge Extras: Yarn needle, removable stitch marker, smooth worsted weight or bulky weight yarn for seaming",0,0,,,,,,
Herrschners Rose Lace Top Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-rose-lace-top-free-download/,F01601,,Garments,Crochet,Intermediate,F01601  Garments Crochet Intermediate,"Feel pretty in pink this summer with this light and lacy top perfect for layered looks. This intermediate crochet top pattern features a sweet lacy scallop pattern stitched in Herrschners Afghan Yarn. The pattern includes sizing for sizes extra small, small, medium, large, 1X, 2X, 3X, and 4X, making this crochet top easily customized to any size or color! Skill Level: Intermediate Size: XS (S, M, L, 1X, 2X, 3X, 4X) Bust: 32 (36, 40, 44, 48, 52, 56, 60)"" [81 (91, 102, 112, 122, 132, 142, 152)cm] Length: 20¾ (20¾, 21½, 21½, 22½, 23, 23½, 23¾)"" [53 (53, 55, 55, 57, 58, 60, 60)cm] Materials: Herrschners Afghan Yarn • 0042 French Pink [4 (4, 4, 4, 5, 5, 6, 6) balls] Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,,,,
Soho Seashell Satchel Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/soho-seashell-satchel-free-download/,F01600,,Bags & Totes,Crochet,Easy,F01600  Bags & Totes Crochet Easy,"Spend a day at the seaside every time you use this pretty satchel! Shaped like a large seashell, this easy crochet bag is stitched in Soho Playful Yarn, a self-striping yarn that creates an effortless gradient mimicking beautiful seashells found on a stroll along the shore. This stylish shaped bag is perfect for summer getaways and weekend trips to the sea. Skill Level: Easy Size: 17 x 10"" (43 x 25cm), not including handles Materials: Soho Playful Yarn • 1156 Borealis—2 balls Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, 19mm button",4,5,,,,,,
Herrschners Mermaid Popsicle Pouches - Set of 4 Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-mermaid-popsicle-pouches-set-of-4-free-download/,F01599,,Fashion Accessories & Novelties,Crochet,Easy,F01599  Fashion Accessories & Novelties Crochet Easy,"Splash into summertime fun with these whimsical popsicle pouches! Designed to protect your fingers from freezing, these playful popsicle pouches are shaped like mermaid tails, turning a summertime treat into an imaginative underwater adventure! The easy crochet pattern is stitched in Herrschners My Ami yarn and is easily customized to any color scheme. Skill Level: Easy Size: 2 x 7"" (5.1 x 17.8cm) Materials: Herrschners My Ami • Hot Pink—1 ball • Oceanside—1 ball • Sapphire—1 ball Hook: US size 7 (4.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",3,5,,,,,,
Nob Hill Mom's Cosmetic Clutch Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/nob-hill-moms-cosmetic-clutch-free-download/,F01598,,Bags & Totes,Crochet,Easy,F01598  Bags & Totes Crochet Easy,"Perfectly sized for your essentials, this pretty crochet clutch is perfect for weekend trips or getaways. The easy crochet clutch pattern is stitched in Nob Hill Modern Marl with a trendy two-tone look that enhances the lacy detailing on the flap. The quick-to-stitch pattern makes a great gift for Mother’s Day or a birthday, but you will want to make one (or more!) for yourself! Skill Level: Easy Size: 9 x 7½"" (22.9 x 19.1cm) Materials: Nob Hill Modern Marl • 1006 Lagoon—1 ball • 1001 Pebble—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,,,,
Willow Yarns Petal Pages Book Cover Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-petal-pages-book-cover-free-download/,F01597,,Fashion Accessories & Novelties,Crochet,Easy,F01597  Fashion Accessories & Novelties Crochet Easy,"Read your favorite book in a flower garden with this beautiful crochet book cover. Stitched in Willow Yarns Farmhouse Cotton Yarn, the floral motifs are stitched in a join-as-you-go method to create rows of alternating pink and cream flowers. The flower colors can be easily customized to any shade for a one-of-a-kind cover for a novel, notebook, sketchbook, or more. Skill Level: Easy Size: 8½ x 10½"" (21.6 x 27cm) Materials: Willow Yarns™ Farmhouse Cotton • 0026 Buttermilk—1 ball • 0049 Dusty Rose—1 ball • 0060 Galveston—1 ball Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",3,5,,,,,,
Lion Brand Tied Top Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-tied-top-free-download/,F01656,,Garments,Knit,Beginner,F01656  Garments Knit Beginner,"Be the star of the show when your top starts to glow! This beginner-friendly top looks like a pretty purple tank, but watch it come to life at night with a luminescent glow! The magic lies in the glow-in-the-dark yarn Lion Brand DIY Glow Chenille, a super bulky weight yarn perfect for fun fashion projects. With directions for sizes Extra Small to 5X, you can easily customize this top for any wardrobe! Skill Level: Beginner Size: XS (S, M, L, 1X, 2X, 3X, 4X, 5X) Materials: Lion Brand DIY Glow Chenille • 0144 Purple—5 (5, 6, 6, 7, 7, 8, 9, 10) balls Hook: US size 10 (6mm) circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Lion Brand Star Keychain Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-star-keychain-free-download/,F01655,,Fashion Accessories & Novelties,Crochet,Easy,F01655  Fashion Accessories & Novelties Crochet Easy,"Forget twinkling—this star glows! This quick-to-stitch keychain looks like a white crochet star, but watch it come to life in the dark with a luminescent glow! The magic lies in the glow-in-the-dark yarn Lion Brand DIY Glow, a worsted weight yarn perfect for fun accessories like this crochet keychain. Each star is stitched separately, then seamed together and stuffed to create a puffy star. Besides a keychain, you can also use the stars as fun decorations to light up your room at night! Skill Level: Easy Size: 5"" (12.7cm) point to point Materials: Lion Brand DIY Glow • 0098 Natural—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, stitch markers",2,5,,,,,,
Village Yarn Muted Melody Bath Mat Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-muted-melody-bath-mat-free-download/,F01596,,Bathroom,Knit,Easy,F01596  Bathroom Knit Easy,"Update your bathroom with a pop of color! This easy knit bath mat pattern pairs multi and solid shades of Village Yarn Craft Cotton for a medley of color to brighten your mornings. The herringbone-style stripe is stitched separately, then sewn to the main body of the mat to create a striking contrast in color and pattern. Stitch it in the shades shown, or mix it up to match your bathroom décor! Skill Level: Easy Size: 18 x 26"" (46 x 66cm) Materials: Village Yarn Craft Cotton • 5073 Shoreline—3 balls • 5063 Rose Porcelain—3 balls • 5088 Poolside—6 balls Needles: • US size 6 (4mm) 24"" circular needle or size needed to obtain gauge • US size 6 (4mm) double pointed needles or size needed to obtain gauge Extras: Yarn needle",1,4,,,,,,
Herrschners Playful Prism Baby Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-playful-prism-baby-blanket-free-download/,F01595,,Baby,Crochet,Easy,F01595  Baby Crochet Easy,"Even beginners can create a stunning ripple afghan! This easy crochet pattern is stitched in Herrschners Sweet Swirls, a self-striping acrylic yarn that creates effortless stripes as you stitch this simple ripple pattern. A ruffled edge adds an extra playful touch to this playful baby blanket that makes a wonderful baby shower gift! Pick the bright and bold color shown, or choose another pretty colorway to match the nursery! Skill Level: Easy Size: 33 x 45"" (84 x 114cm) Materials: Herrschners Sweet Swirls • 0009 Bright Baby—3 balls Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",6,5,,,,,,
Herrschners Sensory Snugglers Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-sensory-snugglers-free-download/,F01594,,Baby,Crochet,Easy,F01594  Baby Crochet Easy,"Enjoy five times the fun with this free crochet pattern! Designed to delight with a multisensory mix of color and texture, this easy crochet pattern includes five different designs for sensory toys stitched with bobbles, shaped motifs, and dimensional elements that keep little ones entertained—and are a joy to stitch, too! The soft and squishy balls make fun playtime toys and even cuddly pals. Stitch them in the bright and bold shades of Herrschners My Ami yarn shown, or pair up your own playful colorway to match the nursery! Skill Level: Easy Size: Approximately 4½"" (11.4cm) dia. Materials: Herrschners My Ami Yarn • 1004 Hot Pink—1 ball • 1010 Lemon—1 ball • 1013 Lime—1 ball • 1018 Sapphire—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, fiberfill",8,5,,,,,,
Herrschners Sunny Hues Spring Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-sunny-hues-spring-cowl-free-download/,F01592,,Cowl,Knit,Intermediate,F01592  Cowl Knit Intermediate,"Brighten your day with a ray of sunshine! This intermediate knit cowl stitched in sunny shades of Herrschners Afghan Yarn is a light and lacy look perfect for spring and summer days. The pattern includes two different size options, allowing you to customize the length of the cowl to match your style. Yellow not your color? Switch up the look by choosing one of the many gorgeous gradients in the Herrschners Afghan Yarn palette. Skill Level: Intermediate Size: Short (Long) Width: 6½ (6½)"" [16.5 (16.5)cm] Circumference: 24 (48)"" [61 (122)cm] Materials: Herrschners Afghan Yarn • 0025 Sunny—1 ball all sizes • 0024 Daffodil—1 ball all sizes • 0023 Butter—1 ball all sizes Needles: US size 5 (3.75mm) 16 (32)"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch marker",1,5,,,,,,
Willow Yarns Pastel Bliss Banner Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-pastel-bliss-banner-free-download/,F01591,,Home Décor,Crochet,Experienced,F01591  Home Décor Crochet Experienced,"Bring a sense of tranquility to your décor with this lovely boho-inspired wall hanging. Stitched in pastel shades of Willow Farmhouse Cotton Yarn, this hexagon-shaped wall hanging is stitched from the center out 
with overlapping rows of bobble stitches and petal-shaped clusters to create an intricate mandala filled with texture. The experienced crochet pattern can be stitched in the soft shades shown, or try mixing up the colors for a look entirely your own! Skill Level: Experienced Size: 15 x 23"" (38 x 58), including fringe Materials: Willow Yarns™ Farmhouse Cotton • 0014 Verdigris—1 ball • 0025 Magnolia—1 ball • 0030 Dusk—1 ball • 0049 Dusty Rose—1 ball • 0063 Misty—1 ball Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, metal clothes hanger, wire cutter for metal hanger",1,5,,,,,,
Willow Yarns Lace Embrace Head Scarves Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-lace-embrace-head-scarves-free-download/,F01590,,Scarves & Cowls,Crochet,Easy,F01590  Scarves & Cowls Crochet Easy,"Top off your warm-weather look with a trendy headscarf! This trio of lacy designs feature three different stitch patterns that work up quickly in bright shades of Willow Meadow yarn and can be easily customized to match any outfit. The easy crochet pattern is a great introduction to stitching lace, perfect for beginners or those with more experience looking for a fast project. Skill Level: Easy Size: Shell Scarf: 17 x 8"" (43 x 20.3cm) Ladder Scarf: 15 x 9"" (38 x 22.9cm) V-st Scarf: 16 x 8½"" (41 x 21.6cm) Materials: Willow Yarns™ Meadow • 0034 Coral Bell—1 ball • 0035 Peapod—1 ball • 0037 Gooseberry—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",7,5,,,,,,
Herrschners Cottontail Carryall - Set of 2 Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-cottontail-carryall-set-of-2-free-download/,F01589,,Bags & Totes,Crochet,Easy,F01589  Easter Bags & Totes Crochet Easy,"Tote your gear as you hop on down the bunny trail with these adorable carryalls! Stitched in Herrschners My Ami Yarn, the coordinating duo of easy crochet carryalls makes a great spring accessory, or you can fill it with goodies to use it as a fun Easter basket! Stitch them in the pretty pink and white shades shown, or mix it up with other pastel colorways for a spring look entirely your own! Skill Level: Easy Size: 6 x 9"" (15.2 x 22.9cm) Materials: Herrschners My Ami Yarn • 1001 White—2 balls • 1002 Ballerina—1 ball • 1003 Rosy—2 balls • 1028 Black—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,Easter,,,,,
